StationName,StationLocation,DateTime,RecordId,RoadSurfaceTemperature,AirTemperature
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 04:31:00 PM,3785185,53.54,48.35
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 04:32:00 PM,3785186,53.49,48.40
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:23:00 AM,3818739,47.13,47.13
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:24:00 AM,3818740,47.15,47.15
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:25:00 AM,3818741,47.16,47.16
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:26:00 AM,3818742,47.14,47.14
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:27:00 AM,3818743,47.13,47.13
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:28:00 AM,3818744,47.12,47.12
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:29:00 AM,3818745,47.15,47.15
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:30:00 AM,3818746,47.23,47.23
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:16:00 AM,3731747,45.51,46.98
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:17:00 AM,3731748,45.54,47.00
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:18:00 AM,3731749,45.58,46.91
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:19:00 AM,3731750,45.61,46.83
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:20:00 AM,3731751,45.65,47.07
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:21:00 AM,3731752,45.67,47.18
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:22:00 AM,3731753,45.70,47.42
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:23:00 AM,3731754,45.73,47.45
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:24:00 AM,3731755,45.74,47.64
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:25:00 AM,3731756,45.75,47.66
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:26:00 AM,3731757,45.76,47.78
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:27:00 AM,3731758,45.76,47.80
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:28:00 AM,3731759,45.76,47.89
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:29:00 AM,3731760,45.77,47.95
SpokaneSwingBridge,POINT (-122.351743 47.571389),02/25/2020 10:30:00 AM,3731761,45.77,47.92
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:16:00 AM,3824725,44.02,44.13
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:17:00 AM,3824726,44.10,44.25
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:18:00 AM,3824727,44.17,44.50
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:19:00 AM,3824728,44.24,44.81
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:20:00 AM,3824729,44.30,45.05
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:21:00 AM,3824730,44.35,45.21
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:22:00 AM,3824731,44.41,45.41
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:23:00 AM,3824732,44.46,45.57
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:24:00 AM,3824733,44.50,45.59
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:25:00 AM,3824734,44.55,45.55
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:26:00 AM,3824735,44.58,45.63
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:27:00 AM,3824736,44.61,45.57
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:28:00 AM,3824737,44.65,45.63
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:29:00 AM,3824738,44.68,45.75
NE45StViaduct,POINT (-122.301929 47.66127),02/25/2020 10:30:00 AM,3824739,44.72,45.87
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:18:00 AM,3784812,47.96,42.49
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:19:00 AM,3784813,47.94,42.33
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:20:00 AM,3784814,47.92,42.15
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:21:00 AM,3784815,47.88,42.17
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:22:00 AM,3784816,47.86,42.25
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:23:00 AM,3784817,47.88,42.47
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:24:00 AM,3784818,47.97,42.67
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:25:00 AM,3784819,48.15,42.94
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:26:00 AM,3784820,48.35,43.27
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:27:00 AM,3784821,48.53,43.61
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:28:00 AM,3784822,48.70,43.89
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:29:00 AM,3784823,48.90,44.11
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:30:00 AM,3784824,49.12,44.41
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:31:00 AM,3784825,49.34,44.89
MagnoliaBridge,POINT (-122.387341 47.633454),02/25/2020 10:32:00 AM,3784826,49.49,45.00
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:26:00 AM,2673348,43.51,43.51
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:27:00 AM,2673349,43.52,43.52
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:28:00 AM,2673350,43.52,43.52
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/24/2020 11:45:00 AM,2777667,51.33,44.89
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:29:00 AM,2673351,43.53,43.53
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:30:00 AM,2673352,43.53,43.53
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:31:00 AM,2673353,43.54,43.54
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:32:00 AM,2673354,43.56,43.56
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:33:00 AM,2673355,43.57,43.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:34:00 AM,2673356,43.57,43.57
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:35:00 AM,2673357,43.58,43.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:36:00 AM,2673358,43.58,43.58
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:37:00 AM,2673359,43.59,43.59
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:38:00 AM,2673360,43.60,43.60
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:39:00 AM,2673361,43.61,43.61
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:43:00 PM,3817859,45.93,45.93
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:44:00 PM,3817860,45.89,45.89
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:45:00 PM,3817861,45.86,45.86
35thAveSW_SWMyrtleSt,POINT (-122.37658 47.53918),02/25/2020 10:40:00 AM,2673362,43.61,43.61
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:26:00 AM,3818742,47.14,47.14
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:27:00 AM,3818743,47.13,47.13
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:28:00 AM,3818744,47.12,47.12
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:29:00 AM,3818745,47.15,47.15
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:30:00 AM,3818746,47.23,47.23
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:31:00 AM,3818747,47.39,47.39
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:32:00 AM,3818748,47.56,47.56
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:33:00 AM,3818749,47.72,47.72
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:34:00 AM,3818750,47.85,47.85
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:35:00 AM,3818751,47.95,47.95
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:36:00 AM,3818752,48.03,48.03
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:37:00 AM,3818753,48.11,48.11
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:38:00 AM,3818754,48.16,48.16
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:39:00 AM,3818755,48.25,48.25
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/25/2020 10:40:00 AM,3818756,48.36,48.36
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:36:00 AM,2779038,44.41,44.01
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:37:00 AM,2779039,44.46,44.03
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:38:00 AM,2779040,44.52,44.08
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:39:00 AM,2779041,44.58,44.14
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:40:00 AM,2779042,44.65,44.11
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:41:00 AM,2779043,44.72,44.07
HarborAveUpperNorthBridge,POINT (-122.370873 47.571695),02/25/2020 10:42:00 AM,2779044,44.81,44.04
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:46:00 PM,3817862,45.82,45.82
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:47:00 PM,3817863,45.79,45.79
RooseveltWay_NE80thSt,POINT (-122.31765 47.692098),02/24/2020 07:48:00 PM,3817864,45.76,45.76
